Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical,pop_0_5,pop_5_10,pop_10_15,pop_15_20,pop_20_25,pop_25_30,pop_30_35,pop_35_40,pop_40_45,pop_45_50,pop_50_55,pop_55_60,pop_60_65,pop_65_70,pop_70_75,pop_75_80,pop_80_200,infected_0_5,infected_5_10,infected_10_15,infected_15_20,infected_20_25,infected_25_30,infected_30_35,infected_35_40,infected_40_45,infected_45_50,infected_50_55,infected_55_60,infected_60_65,infected_65_70,infected_70_75,infected_75_80,infected_80_200,deaths_0_5,deaths_5_10,deaths_10_15,deaths_15_20,deaths_20_25,deaths_25_30,deaths_30_35,deaths_35_40,deaths_40_45,deaths_45_50,deaths_50_55,deaths_55_60,deaths_60_65,deaths_65_70,deaths_70_75,deaths_75_80,deaths_80_200,hospitalisations_0_5,hospitalisations_5_10,hospitalisations_10_15,hospitalisations_15_20,hospitalisations_20_25,hospitalisations_25_30,hospitalisations_30_35,hospitalisations_35_40,hospitalisations_40_45,hospitalisations_45_50,hospitalisations_50_55,hospitalisations_55_60,hospitalisations_60_65,hospitalisations_65_70,hospitalisations_70_75,hospitalisations_75_80,hospitalisations_80_200,critical_0_5,critical_5_10,critical_10_15,critical_15_20,critical_20_25,critical_25_30,critical_30_35,critical_35_40,critical_40_45,critical_45_50,critical_50_55,critical_55_60,critical_60_65,critical_65_70,critical_70_75,critical_75_80,critical_80_200,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,3.5,Enhanced social distancing of elderly,0.472506202,17500.657,12079.31201,33.28946833,248.2447785,44.1322746,1919.096,1716.807,1749.863,1575.262,1603.5,1496.483,1520.848,1386.345,1095.036,833.865,689.438,595.908,465.146,357.219,209.32,146.227,140.294,1120.050387,1302.498348,1441.410732,1253.488051,1102.890559,974.3108032,1034.377426,985.6670582,764.3132865,537.3172539,444.9143659,403.97329,330.7067713,166.2735455,105.7797296,56.82296643,54.51743694,0.031585421,0.03125996,0.063998636,0.113691366,0.223382762,0.379804863,0.636170045,0.923815465,0.99697713,1.167354511,2.007595991,3.297659417,5.671699506,4.504041743,4.497166496,3.491851748,5.251413266,0.833532538,0.826000167,1.68804908,3.001593712,5.89653489,10.02554612,16.7927079,23.01450672,22.12275993,20.74422979,25.68707708,29.25660814,33.60062084,19.45064842,15.45431948,10.03690501,9.81313865,0.041889884,0.041419447,0.084754951,0.150749487,0.296141555,0.503512131,0.843379634,1.224715961,1.321707859,1.547579006,2.661499982,4.371756123,7.519056302,5.97107523,5.961960505,4.629199845,6.961876698,,,,,,,,,,,,,,,,,,,,
Tajikistan,3.5,Enhanced social distancing of elderly,0.478470387,9537.642,6237.280465,12.57768298,111.3944041,16.67438049,1356.75,1220.86,977.078,811.289,833.803,814.719,786.165,604.166,472.633,409.766,372.286,328.604,246.25,141.64,77.992,39.614,44.027,674.8968888,970.7802535,749.9132909,579.7890002,442.6522645,407.6427436,564.0953804,473.0098511,373.985459,304.4529701,253.5924661,187.1724792,146.6411633,44.21549122,33.95670785,14.43783982,16.04621532,0.019032092,0.023298726,0.03329615,0.052586862,0.089656118,0.158906887,0.34693389,0.44332801,0.487829999,0.661442649,1.144290357,1.52790074,2.514930705,1.197715593,1.443650588,0.887225701,1.545657916,0.502252865,0.61563583,0.878230204,1.388358681,2.366612445,4.194596952,9.15786512,11.04438695,10.82486812,11.7540286,14.64113035,13.55543056,14.89910264,5.172319939,4.961043234,2.55022284,2.888318757,0.025241144,0.030870812,0.044094902,0.069727744,0.11885833,0.210664878,0.459935168,0.587726565,0.646723705,0.876884227,1.517002812,2.02556073,3.334081001,1.587829403,1.913869055,1.176208319,2.049101696,,,,,,,,,,,,,,,,,,,,
Thailand,3.5,Enhanced social distancing of elderly,0.426912906,69799.978,46696.73266,226.3010147,1575.17855,300.0104569,3596.052,3843.78,4113.805,4378.506,4807.904,4822.404,4466.694,4763.033,5308.84,5605.417,5598.953,5082.441,4367.653,3256.703,2282.338,1584.23,1921.225,1198.948746,2639.62945,3456.562006,3709.279756,3642.185839,3690.024243,3787.282918,3982.162503,4157.104074,4352.845942,3826.882177,3561.333928,2307.955926,960.2974454,632.8629107,357.6482069,433.7265904,0.033810355,0.063351107,0.153471353,0.336431674,0.737699246,1.43844156,2.329281252,3.732277823,5.422563967,9.456823332,17.26811699,29.07139322,39.58199112,26.01267548,26.90581541,21.97798874,41.7788821,0.892248065,1.67396325,4.048010874,8.882215339,19.47271713,37.96992511,61.48503842,92.98018526,120.3258102,168.0505061,220.9445795,257.9194065,234.493995,112.3354165,92.46067889,63.17306727,78.07078626,0.044840683,0.083940217,0.203245846,0.446092821,0.977977888,1.906960249,3.087961128,4.947936463,7.188776147,12.53704947,22.89260053,38.54037827,52.47443371,34.48539137,35.66943962,29.13654685,55.38688559,,,,,,,,,,,,,,,,,,,,
Timor-Leste,3.5,Enhanced social distancing of elderly,0.468327799,1318.442,820.7088721,2.033362261,16.24713236,2.6956534,178.084,153.794,153.73,152.986,129.785,115.123,89.86,69.167,46.63,54.158,48.162,40.311,30.184,19.96,17.932,10.982,7.594,41.66882013,82.37362832,109.9240556,114.675378,82.93652823,73.56063425,68.6325788,56.40926815,39.81689701,43.77994189,35.4414228,31.74124082,18.84858723,8.403703198,5.683848053,4.027407057,2.784932544,0.001175061,0.001976967,0.004880628,0.010401057,0.016798213,0.028675333,0.042210889,0.05286953,0.051937519,0.095114594,0.159923041,0.259105748,0.323257738,0.227640722,0.241645645,0.247489866,0.268259708,0.031009603,0.052238554,0.128733051,0.274600857,0.443414923,0.756930467,1.114222738,1.317109535,1.152485073,1.690214055,2.046206257,2.298768427,1.915062792,0.983063637,0.83040488,0.711379652,0.501287858,0.001558414,0.002619481,0.006463534,0.01379132,0.022269619,0.038015253,0.055959573,0.070089926,0.068854365,0.126094813,0.212012363,0.343500344,0.428547586,0.301786697,0.320353226,0.328101,0.355635886,,,,,,,,,,,,,,,,,,,,
Togo,3.5,Enhanced social distancing of elderly,0.4777684,8278.737,5725.727289,11.40867515,93.56279889,15.12461027,1220.06,1120.121,1023.991,891.005,743.733,631.528,567.255,497.302,414.564,329.953,254.832,195.882,148.012,107.925,71.771,39.722,21.081,647.0963875,792.8398638,814.5212027,679.5869484,510.8958077,420.3524778,404.3609536,372.4907233,300.4093186,219.9299519,173.4265165,144.1541493,114.9702581,59.01184816,40.68571974,20.2488338,10.74632862,0.018248118,0.019028157,0.036164741,0.061638536,0.10347837,0.163861383,0.248692904,0.349116558,0.391856619,0.477811236,0.782555939,1.176739402,1.971767174,1.598521441,1.729730794,1.244319509,1.035144274,0.481563955,0.502792085,0.953893111,1.62733415,2.731472249,4.325378656,6.564639954,8.697348848,8.695234472,8.490844891,10.01275894,10.43995126,11.68126082,6.903195022,5.944145572,3.576645752,1.934339151,0.024201405,0.025212308,0.047893847,0.081729845,0.137182677,0.217233116,0.329695704,0.462829036,0.519490324,0.633441368,1.037446093,1.560020923,2.614001038,2.119183685,2.293129838,1.649612897,1.372306164,,,,,,,,,,,,,,,,,,,,
Tonga,3.5,Enhanced social distancing of elderly,0.44668417,105.697,67.67466268,0.19390425,1.481702991,0.257061308,12.201,12.438,12.103,11.419,9.698,7.442,6.11,6.073,5.326,4.964,4.856,3.845,2.963,2.34,1.645,1.146,1.128,3.088637906,6.995303047,8.933567733,8.820264035,6.434700974,5.156598708,4.921085286,4.924388635,4.253683185,3.973552656,3.428641839,2.93860327,1.783763009,0.838976742,0.513717401,0.337237588,0.331940662,8.71E-05,0.000167887,0.00039665,0.000799998,0.001303304,0.00201014,0.0030266,0.004615378,0.005548543,0.008632786,0.015471129,0.023988004,0.030591958,0.022726323,0.02184041,0.020723727,0.031974313,0.00229854,0.004436183,0.010462182,0.021120943,0.034402723,0.053060808,0.079891871,0.114980382,0.123121256,0.153407114,0.197952222,0.212819923,0.181234706,0.098143343,0.075053631,0.059567845,0.059749319,0.000115515,0.000222451,0.000525294,0.00106076,0.001727807,0.002664868,0.004012407,0.006118676,0.007355788,0.01144461,0.020510307,0.031801253,0.040556214,0.030128625,0.028954157,0.027473754,0.042388823,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,3.5,Enhanced social distancing of elderly,0.443046862,1399.491,797.5436463,3.205456886,21.44892544,4.249517717,88.366,96.085,96.32,89.49,85.696,97.306,116.833,126.028,101.245,90.197,82.715,92.347,75.717,60.176,43.96,29.694,27.316,61.40896862,80.63082121,84.62125438,73.93344805,52.21219852,56.0332851,60.69979409,73.51952285,52.34543762,48.78609792,43.72336914,39.7275204,33.99498177,13.47119731,9.670641417,6.648782915,6.116324985,0.001731733,0.00193514,0.003757184,0.006705764,0.010575215,0.021842839,0.037332012,0.068906099,0.06827986,0.105990774,0.197293833,0.324298252,0.583021994,0.364909733,0.411141953,0.408577125,0.589157377,0.045700063,0.051133325,0.099100713,0.177040517,0.27914923,0.57657606,0.98543712,1.716619764,1.515118958,1.883486931,2.524363427,2.877151846,3.453973708,1.575858156,1.412871659,1.17440547,1.100938497,0.002296695,0.00256406,0.00497573,0.008891532,0.014019706,0.028957329,0.049491577,0.091349845,0.090519657,0.140513524,0.26155538,0.429927015,0.77292092,0.483766268,0.545057001,0.541656777,0.781054701,,,,,,,,,,,,,,,,,,,,
Tunisia,3.5,Enhanced social distancing of elderly,0.462811149,11818.618,7833.338776,32.25058964,213.4051416,42.75505064,1004.154,1013.605,853.066,786.872,821.287,904.059,928.189,985.875,846.845,725.626,711.339,650.167,538.872,423.722,250.363,173.743,200.834,623.3184385,775.2402645,734.5956062,659.1163696,596.2059599,597.5753221,637.3956976,685.0380816,570.0025626,436.8072041,411.5704761,390.7338392,334.4211383,160.0336284,101.267991,55.6680577,64.34813892,0.01757758,0.018605766,0.032616045,0.059781855,0.120757344,0.232946215,0.392015564,0.642051257,0.743516473,0.948990296,1.857137691,3.189584946,5.73540178,4.335013972,4.305352432,3.420880972,6.198359449,0.463868595,0.491631018,0.860291526,1.578315445,3.187577604,6.148981344,10.34786674,15.99506994,16.49850928,16.86383407,23.76197164,28.29777885,33.97800966,18.72070409,14.79515869,9.832908111,11.58266501,0.02331211,0.02465264,0.043194222,0.079267971,0.160089647,0.308819756,0.519700582,0.851176942,0.985691181,1.258090362,2.462035167,4.22848019,7.603507353,5.746992596,5.707669748,4.53511283,8.21725734,,,,,,,,,,,,,,,,,,,,
Turkey,3.5,Enhanced social distancing of elderly,0.470526167,84339.067,53641.99428,162.7109761,1280.772532,215.7080898,6567.148,6852.122,6773.238,6821.911,6770.019,6404.144,6394.98,6379.751,6008.074,5438.505,4755.468,4152.955,3446.2,2746.192,1970.496,1383.083,1474.781,3896.264792,5741.464785,5430.215272,5015.539275,3906.751409,3448.603202,4744.825205,4841.96066,4411.890044,3712.800569,2959.291681,2193.318271,1796.953411,548.4058979,474.5000535,251.2751406,267.9346092,0.109874667,0.137795155,0.241101558,0.454909412,0.791285151,1.344331052,2.918195611,4.538122787,5.754909081,8.066285718,13.35327104,17.90419522,30.81817688,14.85529793,20.17310643,15.44121319,25.80890519,2.899569088,3.641041757,6.359373977,12.01017524,20.88720028,35.48573036,77.03035825,113.0557577,127.700494,143.3402475,170.8543471,158.8447919,182.5748835,64.15241994,69.32401368,44.38389751,48.22822965,0.145720303,0.18257858,0.319296658,0.603188815,1.049017448,1.782196752,3.868693231,6.016257169,7.629371156,10.69359335,17.7026308,23.73585783,40.85611497,19.69388975,26.7437872,20.4706462,34.21524959,,,,,,,,,,,,,,,,,,,,
Turkmenistan,3.5,Enhanced social distancing of elderly,0.475332485,6031.187,3954.07845,9.506805926,81.23504416,12.60329171,661.065,671.865,524.183,484.56,461.537,548.254,525.197,432.688,378.455,319.366,283.597,251.862,200.994,133.45,68.644,34.814,50.656,358.3152443,545.4234219,414.5210957,353.5556475,263.0874839,275.1157564,377.7636529,332.9168171,286.1642284,228.0369143,185.9423322,138.2226586,112.2119137,33.52531605,24.91962378,9.920928045,14.43541481,0.01010449,0.013090162,0.018404737,0.032067497,0.053286528,0.107245349,0.232334846,0.312025954,0.373275195,0.495424107,0.839031304,1.12832027,1.924460915,0.908138589,1.059443975,0.609655076,1.390496932,0.266655338,0.34588899,0.485449386,0.846621879,1.406580658,2.830909495,6.132843311,7.773331025,8.282915707,8.803830729,10.73535805,10.01038004,11.40100625,3.921785236,3.64073371,1.752379693,2.598374665,0.01340099,0.017344465,0.02437384,0.042520016,0.070642673,0.142176522,0.308009594,0.413657468,0.494856646,0.656791008,1.112316328,1.49583096,2.551286427,1.203932855,1.404520633,0.80822881,1.843402471,,,,,,,,,,,,,,,,,,,,
Uganda,3.5,Enhanced social distancing of elderly,0.479095435,45741,31173.64425,49.94794041,426.123918,66.21648772,7796.039,7059.913,6192.176,5257.248,4328.181,3544.494,2848.524,2252.576,1765.404,1368,1065.593,786.842,567.734,406.591,261.489,150.509,89.687,3914.755136,4812.39482,4813.025019,3911.816035,2899.650091,2315.875085,2049.5775,1739.921328,1332.045578,963.7631384,767.7612213,618.2913937,474.2962244,252.9816406,170.7687752,85.67078768,51.05047495,0.110396095,0.115497476,0.213698311,0.354801714,0.587303828,0.90277211,1.260545501,1.630739525,1.73753224,2.093834208,3.464384314,5.047151599,8.134292657,6.85280311,7.260139699,5.264591213,4.917456808,2.913329454,3.051857174,5.636576917,9.367207295,15.50279653,23.8300883,33.27407908,40.62571714,38.55555707,37.20804396,44.32660121,44.77798278,48.18966222,29.59374526,24.94915821,15.13242994,9.189085492,0.146411842,0.153034155,0.283005871,0.470450644,0.778596645,1.196816453,1.671123014,2.161895749,2.303473117,2.775826736,4.592786014,6.691083924,10.78375263,9.084863161,9.62487517,6.979346943,6.519145652,,,,,,,,,,,,,,,,,,,,
Ukraine,3.5,Enhanced social distancing of elderly,0.460336679,43733.759,25471.06421,112.8904774,789.7686425,149.6604785,2113.85,2475.661,2403.743,1979.774,2146.047,2752.444,3584.834,3624.124,3337.191,3069.213,2802.958,3103.779,2927.644,2612.212,1769.077,1214.353,1816.855,1420.973373,2137.736957,1991.443044,1563.850734,1434.064872,1577.353453,2614.410923,2676.608408,2414.261526,2030.290333,1673.391926,1496.60361,1335.0472,385.261135,310.9753376,163.768714,245.0226638,0.040071449,0.051305687,0.088420071,0.141841262,0.290459801,0.614882346,1.607933307,2.508648554,3.149184463,4.410929597,7.550879854,12.21686955,22.89637589,10.4360091,13.22094389,10.06381937,23.60190316,1.057477016,1.355680095,2.332196872,3.74478602,7.667137493,16.23078563,42.44392603,62.49658206,69.87988971,78.38350417,96.61308035,108.3872287,135.6440771,45.06777591,45.43320576,28.92723013,44.10407949,0.053144404,0.067980035,0.117096851,0.188074945,0.385066495,0.815157336,2.131659946,3.325752862,4.174922101,5.847634097,10.01031417,16.19608562,30.3540657,13.83517272,17.52720193,13.34175516,31.28939417,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,3.5,Enhanced social distancing of elderly,0.46883396,9890.4,6563.659837,14.5836777,160.0966008,19.33377968,499.138,512.575,453.459,389.532,715.753,1433.59,1795.746,1373.568,916.021,692.088,456.601,341.312,185.966,56.741,36.26,19.624,12.426,148.4300449,303.8226331,346.0181986,309.5115419,495.4232727,855.7434972,1177.176375,901.0202702,633.1392879,527.8352632,346.0421994,284.478601,139.6313283,41.49249867,27.39618801,16.22493779,10.2736994,0.004185727,0.007291743,0.015363208,0.028072697,0.100344516,0.333585074,0.723995254,0.844480347,0.825872585,1.146754307,1.561453137,2.322216742,2.394710374,1.123954779,1.164733728,0.997045402,0.989618081,0.110460452,0.192673984,0.405225027,0.741154172,2.648749316,8.805502175,19.11099229,21.03807456,18.325978,20.37815818,19.97870451,20.60254764,14.18688617,4.853784777,4.002557425,2.865886273,1.849265892,0.005551284,0.00966156,0.02034587,0.037223096,0.133028085,0.44223797,0.959810757,1.119540211,1.094871942,1.520269014,2.070041739,3.078597265,3.174703122,1.490043593,1.544104825,1.321797932,1.311951413,,,,,,,,,,,,,,,,,,,,
United Kingdom,3.5,Enhanced social distancing of elderly,0.461465493,67886.004,40571.85848,214.2490791,1311.19072,284.033028,3924.49,4119.566,3956.34,3686.133,4074.64,4484.067,4706.828,4588.196,4308.13,4296.121,4634.54,4538.925,3905.016,3381.761,3388.488,2442.147,3450.616,2270.424993,3400.980353,3283.608753,3121.051994,2896.53693,3146.357448,3229.513926,3358.776774,3151.332777,2991.240219,2718.537886,2504.934986,2033.567995,861.0170093,663.6025762,389.7206138,550.6532512,0.064025985,0.081623528,0.145792229,0.283079416,0.586673279,1.226509914,1.986238261,3.148010173,4.110626836,6.498651841,12.26691288,20.4479421,34.87617308,23.32335273,28.21269523,23.94888356,53.04188807,1.689632117,2.156786106,3.845463763,7.473649257,15.48615221,32.37565631,52.4298797,78.42464653,91.21413917,115.4829368,156.9544559,181.4127397,206.6155068,100.7216096,96.95171525,68.83816577,99.11758521,0.084913895,0.108151175,0.193076195,0.375350197,0.777760717,1.625999773,2.633184179,4.173364111,5.449520988,8.615358113,16.26242956,27.1081409,46.23586082,30.92011614,37.40198964,31.74939146,70.31842018,,,,,,,,,,,,,,,,,,,,
Tanzania,3.5,Enhanced social distancing of elderly,0.478279471,59734.213,41021.60783,77.18830647,630.3150113,102.3293866,9738.602,8623.714,7654.58,6434.462,5262.555,4583.694,3902.89,3259.038,2684.793,2135.934,1660.783,1265.852,948.189,674.611,472.213,269.023,163.28,4995.214622,6001.333173,6037.964419,4888.740103,3613.652685,3030.002194,2799.729911,2480.92142,1978.976433,1453.129726,1153.639488,952.5286899,753.9322701,386.9044042,275.0772198,136.8199765,83.0410997,0.140865052,0.144031996,0.26808562,0.443408727,0.731920056,1.181152425,1.721909488,2.32524112,2.581394669,3.15701297,5.205590536,7.775551705,12.93011711,10.48052221,11.69475533,8.407781294,7.998966149,3.71739876,3.805841453,7.071114473,11.70654283,19.32016642,31.17837413,45.45250641,57.92745351,57.28072677,56.10104035,66.60523627,68.98416137,76.60137181,45.26000523,40.18852434,24.16714921,14.94739795,0.186821027,0.190842395,0.355032308,0.58793944,0.970316337,1.565868774,2.282759783,3.082606887,3.42219447,4.185298424,6.901129102,10.30816451,17.14164837,13.89418441,15.50391107,11.14632083,10.60434843,,,,,,,,,,,,,,,,,,,,
United States,3.5,Enhanced social distancing of elderly,0.464054957,331002.647,202064.2986,986.3146128,6247.963117,1307.571131,19676.332,20045.152,21089.487,21242.908,22258.745,23835.33,23052.479,21615.791,20294.599,20053.798,20577.807,21542.27,20669.143,17819.027,14354.863,9727.734,13147.182,11329.76977,16583.6574,17344.05724,17649.11548,15458.34053,16429.55115,15834.57178,16036.4653,15020.9482,14156.23015,12409.57426,11997.34325,10505.11772,4472.225304,2921.343553,1665.303828,2250.683716,0.319499508,0.398007777,0.770076141,1.600774774,3.130978666,6.404551198,9.738689175,15.03016107,19.59346002,30.75527354,55.99597012,97.9350688,180.1652586,121.144283,124.1992998,102.3352783,216.7979822,8.431524024,10.51679168,20.31178153,42.26244839,82.64704378,169.0581919,257.0680023,374.4381385,434.7756827,546.5301721,716.4652683,868.8732126,1067.345782,523.1600843,426.8055587,294.1503654,405.1230689,0.423733389,0.527360305,1.019830565,2.122553224,4.15078085,8.490594877,12.9107181,19.92570905,25.9753502,40.77271746,74.23469369,129.833977,238.8477602,160.6027806,164.6528588,135.6674018,287.4123105,,,,,,,,,,,,,,,,,,,,
United States Virgin Islands,3.5,Enhanced social distancing of elderly,0.423153017,104.423,56.04922052,0.31618126,1.771051793,0.419165891,5.97,6.898,7.242,6.776,6.484,6.247,4.688,5.043,5.541,6.225,7.085,7.364,7.458,6.563,6.347,4.554,3.938,4.18821321,5.747880555,6.289002062,5.529818387,3.856889948,3.715243234,2.93705309,3.543141575,3.139257282,3.424193863,3.563488682,3.089031056,3.065995969,1.28243378,1.145181861,0.821777112,0.710618855,0.000118108,0.000137949,0.000279232,0.000501555,0.000781186,0.001448272,0.001806367,0.003320806,0.004094875,0.00743927,0.016079601,0.025215955,0.052582558,0.034738751,0.048686771,0.050499367,0.068450637,0.003116835,0.00364511,0.007365107,0.013241664,0.020620619,0.038229426,0.047681894,0.082729411,0.090864619,0.132197996,0.205737588,0.223714224,0.311512727,0.150018865,0.167309998,0.145154316,0.127911394,0.000156639,0.000182783,0.000369793,0.000665038,0.001035629,0.001919993,0.002394726,0.004402442,0.005428639,0.009862349,0.021316967,0.033429167,0.069709478,0.04605368,0.064544777,0.066947763,0.090746028,,,,,,,,,,,,,,,,,,,,
Uruguay,3.5,Enhanced social distancing of elderly,0.443135851,3473.727,1952.685734,9.274822045,53.66002107,12.29576,236.656,236.414,233.314,245.615,254.065,257.495,239.616,221.53,234.364,220.656,196.341,194.736,178.824,149.097,123.811,96.455,154.738,159.1089107,198.2892702,205.4768841,200.3692057,146.1972209,144.8166852,131.7273725,144.3015437,123.251102,120.0478874,105.2565277,86.36545023,80.64794824,33.40279755,25.8076954,18.28519539,29.33403726,0.004486871,0.004758942,0.009123174,0.018173487,0.029611224,0.056452295,0.081015891,0.135246478,0.160769847,0.260811358,0.474951135,0.705006611,1.383131426,0.90481979,1.097199847,1.123651148,2.825612521,0.118407578,0.125748313,0.240635828,0.479802697,0.781634231,1.490147037,2.138541728,3.36932113,3.567456681,4.634693832,6.076972892,6.254770296,8.194029774,3.907453045,3.770480142,3.22979916,5.280126706,0.005950673,0.006305599,0.012082041,0.024097202,0.039256001,0.074839525,0.107403913,0.179298276,0.213135049,0.345761445,0.629649812,0.934637748,1.833637881,1.199533074,1.454574154,1.489641055,3.745956558,,,,,,,,,,,,,,,,,,,,
Uzbekistan,3.5,Enhanced social distancing of elderly,0.473964742,33469.199,21857.05195,53.51662214,461.67307,70.94765942,3431.637,3282.087,2925.422,2535.432,2782.336,3164.651,3030.397,2546.798,2105.4,1825.1,1568.642,1500.119,1168.385,771.243,343.946,228.204,259.4,1889.770021,2700.052574,2313.374996,1871.246362,1554.707284,1574.065731,2172.996188,1938.86095,1594.768933,1298.357868,1035.004822,808.8926222,644.9538582,189.2051734,132.8725294,64.54902327,73.37301991,0.053291515,0.064801262,0.10271385,0.169722045,0.314895077,0.613600729,1.336451326,1.817195486,2.080230949,2.820761668,4.67027296,6.603041435,11.06111152,5.125216983,5.649001845,3.966628881,7.067684612,1.406351731,1.712281541,2.709214279,4.480873439,8.312144547,16.19695535,35.27773261,45.27079198,46.15998553,50.12575674,59.75587818,58.58173068,65.52889729,22.13318599,19.41255218,11.40159439,13.20714358,0.070677399,0.085861672,0.13602645,0.225043572,0.417460672,0.813458281,1.771752442,2.409083201,2.757794046,3.739525138,6.191450597,8.753750215,14.66387988,6.794576498,7.488965756,5.258618958,9.369734643,,,,,,,,,,,,,,,,,,,,
Vanuatu,3.5,Enhanced social distancing of elderly,0.46386814,307.15,194.6243955,0.472686337,3.909097165,0.626645932,42.08,38.805,37.092,29.834,25.909,24.859,22.997,18.006,16.116,13.076,11.562,8.983,6.75,4.687,3.149,1.689,1.556,10.23767336,21.19851098,26.61451813,23.02464771,17.13293704,16.39914091,17.4313188,14.40902848,12.57673704,10.62233432,8.563252381,7.259172557,4.414586836,2.061093749,1.229810409,0.754523825,0.695108982,0.000288702,0.000508764,0.001181685,0.002088336,0.003470156,0.006392697,0.010720732,0.013504848,0.016405209,0.023077669,0.038640135,0.059257083,0.07571121,0.055831204,0.052284707,0.046366557,0.066956642,0.007618795,0.013443375,0.031168502,0.05513466,0.091600168,0.168745274,0.282990558,0.336438841,0.364028912,0.410096907,0.49439834,0.525724775,0.448532874,0.241106363,0.17967415,0.133275055,0.125119617,0.000382889,0.000674113,0.001564934,0.002769036,0.004600433,0.008474879,0.014212626,0.017903578,0.021748637,0.030594405,0.051225804,0.078557996,0.100371477,0.074016259,0.069314614,0.061468835,0.088765417,,,,,,,,,,,,,,,,,,,,
Venezuela (Bolivarian Republic of),3.5,Enhanced social distancing of elderly,0.458172292,28435.943,17411.24927,54.26218096,382.6287947,71.93606577,2363.409,2731.19,2657.796,2500.772,2101.628,2028.711,2064.324,1963.597,1867.72,1697.254,1599.831,1415.152,1177.441,865.114,603.581,386.279,412.144,1504.619319,2215.17433,2280.615939,1991.276538,1211.642001,1167.866533,1135.965035,1273.274822,1015.329712,950.9531182,868.4022291,644.6312768,569.6498509,223.3626057,151.1159994,100.3260966,107.0438692,0.042430265,0.053164184,0.101259348,0.180608782,0.245409606,0.455256564,0.698649167,1.193375553,1.324405214,2.066003658,3.918508746,5.262165725,9.76962995,6.050478428,6.424612846,6.165180695,10.31104223,1.119725661,1.404788244,2.670849851,4.768296859,6.477967627,12.01721232,18.4419425,29.72990899,29.38833573,36.71348698,50.13709762,46.68557336,57.87782505,26.12891607,22.07790607,17.72106535,19.26789645,0.056272763,0.070442544,0.134100217,0.239478882,0.32534284,0.60353941,0.926209091,1.582075798,1.755784287,2.738931367,5.194825555,6.976131347,12.95174358,8.021209379,8.517204795,8.173271827,13.66950209,,,,,,,,,,,,,,,,,,,,
Vietnam,3.5,Enhanced social distancing of elderly,0.454789348,97338.583,65305.65793,248.5438064,1847.804394,329.4979326,7892.471,7586.101,7098.174,6500.869,6820.203,8569.293,8437.027,7763.897,7033.826,6539.136,5868.357,5241.611,4330.954,3011.733,1651.958,1126.514,1866.459,2287.388736,4763.902692,5664.712709,5353.474868,4982.270621,6010.136725,6627.679783,6116.639448,5400.398558,5120.701867,4164.582503,3872.203098,2449.121065,1045.878339,609.3351038,315.1225744,522.109237,0.064504362,0.114333665,0.251513244,0.48556017,1.009124038,2.342865488,4.076202014,5.732814206,7.044328483,11.12503717,18.79192892,31.60903783,42.00300671,28.33090306,25.90554376,19.36472841,50.29237483,1.702256398,3.021105114,6.633996036,12.81939344,26.63739599,61.84361574,107.5977567,142.8184482,156.3125003,197.6951521,240.4416669,280.4332155,248.8367202,122.3466536,89.02328833,55.66156689,93.97966266,0.085548339,0.151492106,0.333085107,0.643830301,1.337809413,3.105966538,5.403878711,7.60007743,9.338774217,14.74862504,24.91274076,41.90457147,55.68401006,37.55870019,34.34336462,25.67210873,66.67334956,,,,,,,,,,,,,,,,,,,,
Western Sahara,3.5,Enhanced social distancing of elderly,0.469013133,597.33,409.4634759,1.018795349,8.710341248,1.350630139,56.47,56.124,49.832,48.537,50.165,54.82,56.162,52.553,45.719,37.075,29.218,22.733,17.632,10.742,5.094,2.518,1.936,34.29475683,42.44828231,42.07802697,39.18012587,34.98364697,34.77224926,37.28958693,36.33942909,30.55219243,22.38265464,17.78427282,14.90487914,12.1384976,5.172126423,2.901007325,1.267333756,0.974407527,0.000967112,0.001018759,0.001868264,0.003553637,0.007085693,0.013554883,0.022934103,0.034059094,0.039852555,0.048627683,0.08024833,0.121669467,0.208178111,0.140103305,0.123334716,0.077879454,0.093860183,0.025521884,0.026919257,0.049277956,0.093820455,0.187037865,0.357802446,0.605381677,0.848495471,0.884321692,0.864128088,1.026772839,1.079443169,1.233301192,0.605034387,0.423834455,0.22385506,0.175393355,0.001282624,0.001349855,0.002474188,0.004711959,0.009393599,0.017969881,0.030404065,0.045152649,0.052833143,0.064466432,0.106386409,0.161299022,0.275984814,0.185737039,0.163506668,0.103245951,0.124431841,,,,,,,,,,,,,,,,,,,,
